Order_ID,Product_Category,Shipping_Mode,Order_Value,Package_Weight_Kg,Warehouse_Distance_Km,Items_in_Order,Warehouse_Processing_Hours,Courier_Load_Index,Traffic_Index,Delivery_Time_Hours
ORD-100988,Apparel,Same_Day,1169.48,0.311,37.8,3,1.01,4.25,7.83,5.95
ORD-100228,groceries,Standard,847.32,7.743,245.0,3,1.4,5.41,4.75,18.96
ORD-101054,Apparel,Express,2529.25,1.381,311.4,3,1.08,5.39,5.0,13.21
ORD-100212,Electronics,Standard,1791.05,0.431,291.4,1,1.22,4.52,5.33,21.72
ORD-100079,Books,Standard,895.81,0.711,19.1,3,2.58,5.64,5.44,14.4
ORD-100148,Apparel,Express,2463.51,0.637,4.1,4,1.81,4.07,7.77,8.19
ORD-100610,Home_Kitchen,Standard,3484.32,3.684,1251.7,3,2.17,4.15,5.35,34.48
ORD-100728,Home_Kitchen,Standard,6537.68,6.124,1303.6,3,4.03,5.86,4.08,37.5
ORD-100936,Beauty,Standard,1964.79,-1.5,272.4,5,3.97,5.18,6.89,20.01
ORD-100133,Apparel,Express,2048.47,0.935,291.7,2,2.34,7.56,6.81,-4.0
ORD-100803,Home_Kitchen,Express,,4.629,32.4,5,2.19,6.2,3.5,10.51
ORD-100408,Electronics,Standard,6160.66,2.17,316.1,4,2.39,5.77,7.12,21.46
ORD-100692,Apparel,Express,834.5,1.464,333.5,5,3.01,5.21,7.58,18.11
ORD-100507,Books,Standard,1125.02,0.899,1288.1,3,2.04,4.12,2.55,29.81
ORD-100902,Electronics,Express,13736.28,30.236,354.0,10,6.18,7.47,3.9,24.67
ORD-100504,Home_Kitchen,Same_Day,6658.84,4.376,8.7,4,3.26,8.99,4.88,9.95
ORD-100694,Beauty,Standard,494.73,0.268,39.9,2,1.27,5.5,8.02,14.93
ORD-100347,Apparel,Standard,1413.02,0.612,232.9,3,1.49,6.8,6.94,19.41
ORD-100386,Groceries,Standard,964.13,3.212,36.5,3,3.64,4.5,5.8,16.48
ORD-100000,Groceries,Standard,664.37,3.275,1380.5,2,3.22,8.22,9.4,38.57
ORD-100360,Beauty,Standard,1041.42,1.205,97.1,4,7.31,5.32,3.95,23.58
ORD-101147,Books,Standard,432.69,0.858,372.1,5,2.56,3.13,2.12,21.09
ORD-100475,Apparel,Express,7755.28,0.971,73.7,3,6.8,5.69,5.68,17.66
ORD-100798,Groceries,Standard,1000.66,6.019,42.9,4,1.58,1.0,5.02,15.05
ORD-100774,Electronics,Express,9572.27,1.052,387.9,3,4.88,8.34,8.33,23.48
ORD-100172,Apparel,Standard,1779.31,0.547,477.0,2,2.84,4.14,3.22,21.32
ORD-100450,Electronics,Express,9287.02,4.373,338.5,3,6.41,8.39,7.86,20.89
ORD-100125,Home_Kitchen,Standard,1665.02,3.523,9.9,2,4.17,7.73,3.24,17.55
ORD-101040,Electronics,Standard,4222.01,0.743,286.2,1,4.17,5.35,6.57,21.11
ORD-100530,Groceries,Express,1053.63,2.257,281.3,2,2.12,7.97,5.74,13.46
ORD-100090,Electronics,Standard,3586.47,1.552,252.7,2,4.83,2.91,2.02,19.68
ORD-101175,Groceries,Standard,392.37,3.65,434.5,2,,7.13,3.89,21.66
ORD-100181,Books,Same_Day,1415.94,1.022,43.8,3,3.22,5.8,4.1,6.42
ORD-100679,Apparel,Express,1849.51,2.039,14.8,9,4.56,7.71,5.89,16.54
ORD-100414,Electronics,Standard,11916.49,1.791,714.3,5,1.62,7.15,8.45,29.85
ORD-100251,Books,Express,2156.76,0.887,35.9,6,5.25,5.36,6.52,15.28
ORD-100069,Apparel,standard,1795.93,0.935,1462.9,3,3.82,7.55,10.0,41.3
ORD-100131,Beauty,Standard,1462.96,0.359,13.1,5,2.69,3.4,5.85,14.85
ORD-100300,Groceries,Express,750.24,4.479,48.4,3,3.69,3.54,2.98,7.94
ORD-101178,Apparel,Standard,883.14,0.39,138.1,1,0.43,3.28,5.28,11.29
ORD-100326,Books,Standard,980.91,1.587,1369.9,3,1.2,4.16,4.49,32.69
ORD-101188,Electronics,Standard,17973.92,10.297,1479.7,5,4.0,6.08,4.84,40.12
ORD-100499,Home_Kitchen,Same_Day,785.04,2.566,13.5,1,1.65,5.67,8.81,8.88
ORD-100889,Groceries,Standard,3716.55,9.761,48.5,10,3.4,6.04,6.68,-4.0
ORD-100945,Apparel,Standard,825.92,0.147,1284.5,1,2.1,6.26,4.09,36.38
ORD-100495,Home_Kitchen,Express,2118.67,9.502,21.0,4,3.16,2.27,4.58,10.5
ORD-100338,Electronics,Standard,15919.25,3.638,197.0,5,2.91,5.02,4.64,20.72
ORD-100992,Books,Standard,576.84,1.9,35.1,2,2.18,5.15,8.34,13.2
ORD-100164,Home_Kitchen,Standard,1318.04,0.358,1426.4,1,1.67,7.7,8.53,41.87
ORD-100028,Electronics,Express,2993.92,1.536,214.4,3,2.43,2.18,5.24,12.84
ORD-100516,Apparel,Express,1627.16,0.734,45.5,2,0.94,5.42,5.21,6.61
ORD-100193,Books,Standard,674.92,,23.1,3,5.52,3.56,4.61,18.46
ORD-101085,Groceries,Express,628.82,8.505,826.1,3,0.81,3.67,2.47,17.22
ORD-100969,Apparel,Same_Day,1743.81,0.614,54.3,4,2.56,5.19,4.18,5.83
ORD-100169,Beauty,Standard,1265.91,0.564,793.2,3,8.78,7.71,4.53,34.1
ORD-100730,Apparel,Same_Day,1934.1,2.938,21.5,11,8.83,4.09,4.73,12.8
ORD-100173,Beauty,Express,2203.96,0.499,176.9,4,3.49,5.66,7.66,14.47
ORD-100518,Electronics,Standard,7444.75,1.471,104.7,4,3.03,7.56,5.79,18.76
ORD-100946,Groceries,Standard,948.15,7.903,1151.0,3,1.66,2.78,5.3,30.29
ORD-100722,Electronics,Standard,4436.36,1.855,726.2,3,3.51,4.84,4.05,27.19
ORD-100491,Groceries,Standard,1980.44,7.631,27.3,5,3.5,6.71,5.01,15.91
ORD-100073,Apparel,Standard,2407.62,0.428,19.0,3,3.13,6.3,7.88,18.3
ORD-101010,Groceries,Standard,1088.12,9.666,300.7,4,6.52,3.15,5.05,22.59
ORD-100587,Apparel,Same_Day,1498.74,3.834,14.2,12,7.46,4.29,3.59,14.01
ORD-100234,Beauty,Standard,2072.04,0.456,620.7,3,2.73,7.91,6.41,26.43
ORD-100214,Groceries,Express,527.75,4.249,14.2,2,1.26,7.18,5.72,9.7
ORD-101186,Apparel,Express,3192.09,0.643,274.2,7,5.02,7.63,8.06,20.07
ORD-100132,Home_Kitchen,Standard,1780.38,15.313,253.1,6,9.94,8.29,5.36,29.13
ORD-100937,Electronics,Standard,4514.72,0.67,40.3,4,2.54,8.79,1.91,16.77
ORD-100753,Home_Kitchen,Standard,3446.78,21.209,499.3,5,1.44,2.75,6.82,19.53
ORD-100968,Home_Kitchen,Express,12115.95,7.12,204.5,4,11.15,6.7,4.56,22.93
ORD-100185,Groceries,Express,269.43,7.873,16.3,3,3.18,8.32,6.89,11.19
ORD-100041,Books,Standard,854.0,1.089,36.1,6,2.32,6.34,6.7,17.43
ORD-100108,Electronics,Standard,11250.82,4.996,1240.6,7,2.91,5.06,6.99,36.23
ORD-100873,Apparel,Standard,2148.93,1.519,925.6,7,6.27,8.67,4.73,37.07
ORD-100568,Apparel,Express,326.3,0.383,338.0,1,2.2,3.04,6.61,13.36
ORD-100670,Electronics,Express,17255.77,4.311,28.2,7,4.26,6.4,4.15,15.42
ORD-101027,Apparel,Standard,1762.36,0.554,1310.3,3,2.88,4.61,4.67,32.86
ORD-101168,Books,Same_Day,672.23,0.697,37.0,3,2.14,5.15,5.82,8.58
ORD-100483,APPAREL ,Standard,900.89,0.38,46.3,1,1.87,2.91,6.42,14.33
ORD-100468,Electronics,Express,23743.01,5.709,4.4,4,3.21,7.58,6.13,14.93
ORD-100024,Groceries,Standard,466.09,4.163,1319.4,3,1.12,2.94,4.74,33.32
ORD-101073,Beauty,Express,3045.95,0.631,577.3,5,3.15,6.81,5.98,19.64
ORD-100904,Beauty,Same_Day,1353.91,0.977,53.7,9,2.44,4.02,5.21,7.69
ORD-100822,Apparel,Express,951.97,0.294,634.7,1,2.47,7.01,4.05,18.12
ORD-101159,Groceries,Express,2603.5,2.662,156.9,5,1.4,6.16,5.19,11.17
ORD-100366,groceries,Express,792.98,1.918,324.1,4,3.06,5.43,5.26,15.23
ORD-101035,Groceries,Express,681.75,2.826,28.9,0,1.91,6.18,4.29,6.1
ORD-101066,Apparel,Express,2022.7,1.596,336.0,4,2.75,8.4,3.32,16.47
ORD-100383,Home_Kitchen,Standard,674.48,15.284,193.8,2,1.9,4.17,1.91,18.77
ORD-100454,electronics,Express,7708.51,3.945,29.8,2,3.02,5.97,2.7,11.48
ORD-100264,Beauty,Express,1220.98,0.409,6.3,3,0.98,2.56,4.48,5.99
ORD-100781,Beauty,Standard,,0.871,421.6,3,4.21,4.5,3.87,22.78
ORD-101009,Home_Kitchen,EXPRESS,1411.45,4.929,238.7,2,1.0,4.72,5.04,15.44
ORD-100444,Apparel,Express,3834.67,0.978,46.8,4,5.7,10.0,6.44,16.04
ORD-100395,Home_Kitchen,Express,2490.9,4.942,413.0,4,3.5,6.59,1.39,19.4
ORD-100762,Electronics,Standard,7897.12,1.472,574.1,1,1.91,5.82,3.24,23.66
ORD-100176,Apparel,Express,9421.05,1.35,47.4,6,6.22,4.6,7.54,17.3
ORD-100018,Books,Standard,485.08,0.558,35.8,1,3.22,3.06,1.99,11.47
ORD-100847,Groceries,Express,3975.34,6.201,30.0,6,5.14,8.61,9.1,14.4
ORD-100837,Beauty,Standard,3557.8,0.653,429.9,14,4.46,7.61,9.12,26.52
ORD-100595,Apparel,Express,869.22,0.323,367.9,2,2.38,4.7,3.12,14.76
ORD-100061,Home_Kitchen,Express,3390.21,3.751,335.4,4,2.98,4.94,3.85,15.7
ORD-100272,Electronics,Standard,3473.54,2.423,315.2,2,1.01,2.99,5.65,19.02
ORD-101139,Groceries,Standard,902.02,3.967,45.1,3,2.39,7.37,4.62,15.31
ORD-100278,Books,Standard,218.28,1.198,333.6,3,1.77,6.12,5.85,19.94
ORD-100865,Beauty,Standard,6658.87,0.731,1001.4,5,2.63,6.28,3.63,30.1
ORD-100368,Apparel,Standard,9246.66,0.618,73.3,7,4.4,7.01,6.06,20.81
ORD-100912,Beauty,Standard,2740.03,0.816,390.1,5,2.43,8.51,7.95,22.36
ORD-100842,Home_Kitchen,Express,2358.72,0.429,111.1,2,2.67,6.11,2.58,12.9
ORD-100884,Electronics,Same_Day,7040.99,3.216,9.3,3,1.97,6.14,8.19,8.7
ORD-100741,Electronics,Standard,28034.13,6.106,550.1,7,1.7,4.82,6.54,22.82
ORD-101099,Electronics,Express,13878.35,7.638,234.6,2,2.39,4.32,4.69,17.3
ORD-100547,Electronics,Standard,5485.61,4.77,691.6,6,4.04,7.09,5.86,28.98
ORD-100905,Groceries,Express,591.85,3.301,246.7,3,6.76,6.9,6.23,18.68
ORD-100688,Groceries,Standard,263.18,1.831,1493.8,1,3.76,6.7,4.88,34.01
ORD-100926,electronics,Express,3111.44,2.625,7.7,2,1.74,7.69,6.14,10.93
ORD-100456,Beauty,Express,3547.57,0.395,45.8,4,4.32,6.3,7.13,15.21
ORD-100393,Groceries,Express,2085.49,6.1,97.6,3,7.05,6.38,5.51,15.3
ORD-100675,Apparel,Express,2191.76,1.184,389.9,5,2.76,6.33,3.13,16.81
ORD-100938,Books,Standard,1099.52,1.526,1087.0,4,2.76,6.92,4.89,32.23
ORD-100993,Apparel,standard,1021.18,1.081,306.1,4,2.6,6.06,3.54,19.19
ORD-100375,Electronics,Same_Day,4009.09,3.841,58.3,2,1.57,5.17,3.77,9.51
ORD-100412,Electronics,Express,29337.48,3.547,45.8,6,4.4,9.0,9.56,17.2
ORD-100074,Electronics,EXPRESS,19922.55,2.403,273.5,4,1.37,5.92,4.73,15.12
ORD-101135,Apparel,Standard,806.98,0.691,322.6,2,1.22,2.25,5.19,17.06
ORD-100887,Electronics,Express,3647.68,2.091,235.1,4,3.18,5.88,4.27,16.5
ORD-100500,Groceries,Standard,760.7,11.566,19.0,2,4.5,3.94,4.06,15.28
ORD-100823,Groceries,Standard,921.53,5.239,1152.6,4,5.78,5.75,4.98,36.01
ORD-100616,Groceries,Standard,1352.81,11.156,677.9,7,3.78,8.96,4.21,29.24
ORD-100114,Electronics,Express,78604.78,1.84,397.1,5,2.56,4.29,2.76,13.86
ORD-100417,Groceries,Standard,2907.85,6.683,151.0,4,3.07,3.77,3.07,14.07
ORD-100601,Groceries,Standard,572.78,3.967,99.0,2,2.24,7.12,9.45,18.67
ORD-100604,Beauty,Standard,630.1,0.477,521.4,1,3.3,5.79,5.89,22.13
ORD-100089,Home_Kitchen,Standard,4673.21,2.738,115.5,4,7.25,4.08,2.01,22.28
ORD-101162,Books,Standard,1120.31,1.587,1290.8,4,3.58,8.32,5.5,32.59
ORD-100498,Apparel,Express,3200.51,1.127,143.2,10,4.53,7.99,6.16,18.06
ORD-100901,Apparel,standard,3224.57,2.019,1173.0,8,7.05,6.58,4.54,41.19
ORD-100908,Apparel,Standard,3693.77,1.188,40.1,3,3.19,5.3,2.63,12.57
ORD-100906,Home_Kitchen,Express,1537.49,1.228,351.3,5,3.4,6.89,6.04,17.44
ORD-100011,Beauty,Express,202.05,0.394,608.6,3,1.69,6.82,7.47,19.65
ORD-100396,Books,Standard,1386.97,1.555,18.9,7,4.65,7.66,6.12,19.98
ORD-100857,Books,Express,872.12,1.096,708.9,2,0.93,5.15,5.17,17.28
ORD-100555,Apparel,Express,233.98,0.661,15.6,2,1.82,4.3,2.87,8.47
ORD-100042,Groceries,Express,565.61,2.38,76.9,2,8.08,6.39,4.1,15.19
ORD-100167,Books,Express,845.06,1.155,43.6,4,4.92,7.69,7.17,89.12
ORD-100416,Electronics,Standard,7648.49,1.191,1191.5,4,5.57,9.79,8.62,42.36
ORD-100576,Beauty,Same_Day,450.49,0.928,25.9,2,4.43,6.42,5.22,9.66
ORD-100267,Electronics,Standard,6673.03,1.181,261.5,3,5.28,5.23,4.94,21.04
ORD-100830,Home_Kitchen,Standard,8967.71,1.396,879.9,5,2.74,4.55,,30.48
ORD-100426,Apparel,Standard,1545.02,0.906,1202.2,3,5.15,2.0,5.43,32.51
ORD-100690,Apparel,Standard,1566.71,1.679,8.0,4,5.19,9.58,7.07,18.62
ORD-100544,Electronics,Express,3487.54,3.522,820.9,2,2.94,3.42,3.07,22.61
ORD-101136,Home_Kitchen,Standard,2488.4,5.193,51.0,4,3.66,9.16,3.17,16.93
ORD-100674,Home_Kitchen,Same_Day,4121.76,9.168,33.5,2,7.89,8.39,5.53,13.55
ORD-100689,Home_Kitchen,Standard,1621.52,5.453,439.4,5,3.46,4.98,6.45,26.16
ORD-101068,Electronics,Standard,6112.34,5.719,17.7,3,4.95,5.5,5.06,19.08
ORD-101190, Home_Kitchen,Standard,4327.3,7.951,4.0,4,1.53,4.56,5.72,16.23
ORD-101158,Apparel,Standard,3384.01,1.392,51.8,5,1.43,6.36,4.94,17.68
ORD-100909,Apparel,Express,1510.4,1.326,252.0,5,4.32,4.58,2.46,14.81
ORD-100257,Electronics,Standard,8206.33,3.298,11.5,3,3.52,7.8,5.29,19.04
ORD-100335,Home_Kitchen,Standard,3438.35,2.416,23.6,1,2.52,7.09,5.17,14.39
ORD-100015,Apparel,Standard,3360.43,1.211,139.7,9,11.99,6.67,5.22,29.36
ORD-101033,Beauty,Express,,0.992,633.5,4,3.34,5.66,3.48,21.12
ORD-100324,Books,Standard,561.12,1.391,315.9,4,1.69,4.59,5.62,18.61
ORD-100607,Electronics,Standard,14387.99,1.516,1147.6,2,4.46,5.46,4.55,33.47
ORD-101067,Groceries,Standard,1686.73,8.163,1208.5,0,2.22,6.18,7.55,35.53
ORD-100812,Beauty,Standard,923.84,0.264,51.2,3,4.86,8.39,6.74,21.29
ORD-100222,Groceries,Standard,672.85,2.786,1071.8,2,5.6,4.99,3.16,30.25
ORD-100179,Groceries,Standard,1032.15,9.063,596.3,4,3.63,5.91,4.31,21.12
ORD-100099,Beauty,Standard,1206.03,0.353,5.6,4,,4.48,3.3,17.09
ORD-100521,Apparel,Standard,1183.7,1.588,9.0,9,2.92,6.41,7.65,18.78
ORD-100022,Beauty,Standard,1840.69,0.438,72.8,11,6.3,7.23,5.26,21.35
ORD-100356,Groceries,Same_Day,1212.67,2.88,53.0,4,2.34,8.17,7.74,10.27
ORD-100733,Apparel,Express,3184.63,0.842,361.2,3,1.29,6.01,9.06,17.06
ORD-100989,Books,Same_Day,377.02,0.583,37.8,2,3.88,3.31,8.5,11.84
ORD-101125,Home_Kitchen,Standard,2818.66,6.496,26.6,4,3.15,2.36,3.03,14.43
ORD-100611,Groceries,Standard,1114.01,3.867,800.0,2,1.65,3.98,7.11,22.38
ORD-101032,Home_Kitchen,Standard,13972.86,9.363,1490.5,6,3.87,5.23,1.0,40.69
ORD-100340,electronics,Express,4685.22,1.606,172.6,6,2.17,6.38,3.97,14.89
ORD-100431,Groceries,Standard,758.47,5.696,27.9,2,2.27,5.28,4.71,13.32
ORD-101111,Apparel,Standard,1145.94,1.213,789.8,2,0.99,5.0,6.91,24.95
ORD-100217,Electronics,Standard,6387.81,4.249,189.1,3,3.96,6.32,3.14,22.59
ORD-100203,electronics,Express,14040.31,1.483,37.8,2,6.81,4.81,4.35,16.19
ORD-100932,Apparel,Standard,515.11,0.394,319.5,1,1.08,6.55,5.18,19.5
ORD-100949,Apparel,Same_Day,1421.63,1.107,50.6,4,3.01,5.04,4.32,8.5
ORD-100093,APPAREL ,Express,2043.08,0.575,682.9,2,1.5,3.75,3.0,16.53
ORD-100820,Electronics,Standard,12749.36,19.468,1106.8,11,11.48,5.53,4.11,41.07
ORD-100068,Electronics,Standard,4215.11,2.861,1340.1,2,1.28,4.66,4.52,33.17
ORD-100921,Books,Standard,324.18,0.824,82.4,4,5.52,7.12,4.8,16.15
ORD-100284,Home_Kitchen,standard,17604.1,7.502,123.3,7,5.3,6.09,3.59,21.17
ORD-100696,Groceries,Same_Day,4068.75,5.31,47.2,6,3.06,6.81,9.88,11.3
ORD-100085,Electronics,Standard,41617.2,3.547,315.4,3,4.24,9.19,5.51,25.54
ORD-100434,Electronics,EXPRESS,3505.96,1.555,279.5,2,4.65,8.95,6.63,19.56
ORD-100818,Groceries,Standard,787.61,3.171,647.8,3,1.46,5.06,5.71,22.14
ORD-100153,Home_Kitchen,Standard,1628.78,8.519,28.9,2,5.99,4.77,6.0,22.57
ORD-100075,Apparel,Standard,819.09,1.967,384.8,3,4.92,5.42,3.9,23.73
ORD-101115,Electronics,Standard,14878.12,4.062,1109.9,3,2.93,3.88,7.08,35.94
ORD-100580,Home_Kitchen,Express,1623.63,2.747,249.4,4,5.89,4.47,6.69,20.18
ORD-100446,Beauty,Standard,1609.52,0.241,55.0,1,1.82,6.61,2.83,13.06
ORD-100703,Books,Express,407.95,0.736,455.5,2,2.25,7.65,8.11,18.91
ORD-100188,Groceries,Standard,858.21,2.636,728.6,1,0.3,1.06,5.76,23.33
ORD-100271,Electronics,Standard,10260.82,2.0,9.8,3,2.87,8.71,2.93,14.69
ORD-100236,Home_Kitchen,Same_Day,2137.6,0.622,43.8,2,1.84,2.67,5.56,7.0
ORD-100487,Apparel,Standard,2060.59,0.458,1393.1,5,2.17,5.49,7.2,37.54
ORD-101173,Groceries,Same_Day,1981.4,4.41,44.6,5,2.31,5.11,5.01,10.07
ORD-100559,Home_Kitchen,Express,4643.99,15.68,7.0,7,1.95,3.38,5.83,10.64
ORD-100117,Groceries,Same_Day,677.9,2.332,3.7,2,2.29,6.96,2.64,6.45
ORD-100637,Groceries,Express,1175.54,2.109,546.4,3,2.21,8.81,4.94,17.95
ORD-101090,Apparel,Standard,2766.79,0.651,356.1,3,3.68,5.96,3.34,20.69
ORD-100750,Apparel,Standard,2253.31,0.196,351.0,1,3.98,4.61,4.61,18.12
ORD-100512,Electronics,Standard,32286.15,14.782,432.4,6,7.27,8.12,6.69,32.65
ORD-100633,Apparel,Standard,1739.92,0.365,137.9,2,4.19,7.21,3.29,17.01
ORD-100807,Electronics,Standard,5551.14,6.154,158.3,2,2.22,5.2,3.96,17.12
ORD-101029,Apparel,Express,893.88,0.553,95.2,2,4.53,4.69,5.08,13.61
ORD-100979,Electronics,Standard,5313.84,2.92,1347.7,4,4.13,2.87,5.31,36.39
ORD-100126,Apparel,Express,2077.04,1.853,369.7,6,4.88,7.49,5.16,17.98
ORD-100790,Apparel,Standard,5893.16,0.58,259.8,5,2.24,8.04,4.93,19.56
ORD-100116,Groceries,Same_Day,691.92,4.274,15.6,3,3.32,7.05,3.96,7.08
ORD-100473,Electronics,Standard,19283.89,1.056,18.3,4,2.34,4.89,1.0,12.45
ORD-100740,Electronics,Express,3793.75,2.764,31.7,3,2.4,5.2,4.01,11.7
ORD-101024,Groceries,Standard,1541.05,4.832,275.9,4,2.44,4.42,4.29,17.67
ORD-100057,Home_Kitchen,Express,1785.13,2.838,234.8,3,2.33,4.95,8.33,18.41
ORD-100603,Groceries,Standard,882.1,5.577,341.7,3,0.73,3.27,6.34,17.03
ORD-100786,Books,Standard,742.83,0.982,36.4,1,4.38,4.37,4.3,18.01
ORD-101000,Electronics,Standard,7940.65,4.144,174.4,2,1.8,10.0,9.04,21.29
ORD-100656,Books,Standard,489.63,2.518,365.0,7,2.91,4.83,4.83,21.78
ORD-101116,Electronics,Standard,17836.66,7.896,47.7,4,6.38,7.62,7.33,23.81
ORD-100948,Books,Standard,199.0,1.473,277.7,2,1.97,6.71,5.41,20.41
ORD-100105,Groceries,Express,926.35,2.788,-12.0,1,0.49,4.34,,10.45
ORD-100635,electronics,Express,6808.12,4.975,363.9,3,3.2,5.58,4.88,16.63
ORD-100369,Books,Standard,414.24,1.787,58.1,2,2.85,7.21,8.99,19.75
ORD-100268,Electronics,Standard,13821.54,4.311,38.8,3,1.27,3.26,4.01,14.5
ORD-100655,Apparel,Express,1115.26,1.58,54.9,4,5.19,10.0,8.59,16.93
ORD-100819,Apparel,Standard,3877.3,1.143,80.0,9,4.79,10.0,10.0,23.31
ORD-100046,Apparel,Standard,1460.41,0.437,873.7,1,2.3,4.0,2.07,25.42
ORD-100349,Electronics,Standard,8669.77,0.934,23.7,1,4.87,6.48,5.58,105.6
ORD-100773,Books,Standard,1534.74,2.089,151.0,3,1.22,5.43,4.88,16.57
ORD-100195,Electronics,Same_Day,32861.8,1.74,44.3,3,2.9,5.34,4.52,11.18
ORD-100102,Apparel,Standard,4969.07,1.089,153.6,6,5.76,7.04,3.26,22.16
ORD-100004,Electronics,Same_Day,30620.0,4.447,29.8,3,1.53,7.2,7.63,12.34
ORD-100619,Electronics,Standard,7428.43,1.297,324.9,2,5.1,7.43,4.89,25.31
ORD-101091,groceries,Standard,867.88,3.535,173.5,1,5.93,4.02,5.78,18.3
ORD-100052,Books,Standard,331.01,0.922,232.3,1,2.11,9.19,6.4,19.26
ORD-100263,Electronics,Express,4393.14,2.032,22.7,3,2.63,3.76,5.16,12.47
ORD-101106,Electronics,Express,10113.47,2.592,250.9,2,1.79,7.92,7.46,16.91
ORD-100443,Electronics,Standard,34703.9,2.564,333.1,7,2.01,5.78,5.75,25.1
ORD-101001,Home_Kitchen,Standard,3801.49,1.271,24.1,2,2.68,8.34,5.62,18.07
ORD-100782,Home_Kitchen,Standard,4981.29,2.633,1045.7,2,3.31,7.7,,36.31
ORD-100890,Apparel,Same_Day,2151.18,0.736,3.3,6,5.13,3.53,7.51,12.9
ORD-100691,Books,Standard,640.34,2.081,61.4,4,3.75,6.1,5.03,18.05
ORD-100304,Books,Standard,1326.04,6.672,349.5,8,,5.77,6.93,27.9
ORD-100341,Beauty,Express,359.23,0.291,183.8,2,0.36,1.75,4.62,8.64
ORD-100892,Apparel,Standard,1803.43,0.282,1295.6,3,3.52,8.02,5.54,33.57
ORD-100313,Apparel,Same_Day,445.28,0.802,28.5,2,3.52,7.72,8.82,12.31
ORD-100149,Electronics,Standard,30613.83,1.567,44.5,2,2.7,7.1,1.54,15.95
ORD-100124,Electronics,Standard,8387.11,4.587,380.9,7,2.67,4.61,1.0,22.53
ORD-101141,Books,Express,,0.346,314.5,1,1.11,5.76,7.02,13.39
ORD-100574,Books,Same_Day,520.35,3.702,40.1,5,5.12,7.57,10.0,14.13
ORD-100697,Home_Kitchen,Express,3048.29,3.692,50.1,4,3.17,4.11,4.23,10.28
ORD-100664,Apparel,Standard,,1.859,986.5,5,9.62,9.27,9.26,43.64
ORD-100050,Electronics,Standard,5534.08,1.625,33.9,5,3.01,7.68,8.37,20.79
ORD-100726,Apparel,Standard,2280.59,0.6,329.9,5,1.8,4.19,5.25,15.82
ORD-100799,Groceries,Standard,1185.41,7.152,845.9,3,2.17,7.89,7.16,29.64
ORD-100833,Groceries,Standard,768.42,11.874,39.6,8,5.57,7.56,8.67,23.6
ORD-100353, Home_Kitchen,Standard,,16.086,606.9,4,2.92,5.84,5.4,25.94
ORD-101166,Books,Standard,252.19,1.539,1238.3,2,0.98,2.95,4.19,28.55
ORD-100142,Beauty,Express,1456.54,0.438,154.8,4,5.49,6.96,6.83,15.5
ORD-100470,Apparel,Express,2016.86,0.67,9.4,2,1.31,5.17,4.75,7.51
ORD-100653,Apparel,Standard,1020.68,0.301,4.6,3,1.53,6.11,5.36,14.03
ORD-100399,Home_Kitchen,Express,4749.7,5.881,47.9,4,2.01,6.12,4.71,11.37
ORD-100924,Electronics,Express,7391.15,1.779,10.5,3,2.38,6.45,5.55,8.69
ORD-100942,Electronics,Same_Day,5706.41,0.513,44.8,2,3.45,5.64,6.65,9.96
ORD-100320,Beauty,Standard,1320.76,0.567,95.8,2,7.59,6.58,3.63,18.03
ORD-100019,Groceries,Standard,1768.32,5.479,29.8,4,1.13,2.55,4.94,12.1
ORD-100684,Groceries,Standard,1165.73,9.031,363.2,5,5.44,6.87,3.12,23.62
ORD-100035,Electronics,Standard,14102.03,4.632,1297.7,2,4.97,7.05,5.08,39.58
ORD-100824,Books,Standard,712.37,1.446,234.7,4,8.72,10.0,9.79,29.76
ORD-100505,Books,Standard,754.17,1.565,348.9,3,1.13,4.17,2.04,14.43
ORD-100827,Apparel,Express,2498.69,4.048,83.0,6,2.41,3.6,3.69,9.33
ORD-101084,Beauty,Express,777.02,0.275,45.4,2,0.72,5.13,1.0,6.57
ORD-100407,Books,Express,1258.88,1.666,40.0,4,3.04,6.22,4.04,10.72
ORD-100817,Home_Kitchen,Standard,3807.36,7.668,109.9,3,6.82,7.12,9.33,24.38
ORD-100866,Books,Standard,930.07,1.612,407.6,4,5.16,5.41,4.24,23.32
ORD-100537,Electronics,Express,6326.35,2.474,332.8,2,1.31,2.21,3.39,13.59
ORD-100758,Electronics,Standard,7009.51,1.688,256.2,2,2.94,5.34,5.54,20.98
ORD-101189,Groceries,Standard,968.29,4.985,48.8,4,2.06,4.3,8.06,17.2
ORD-100998,Beauty,Express,1483.3,0.504,35.5,3,1.92,4.62,4.04,9.71
ORD-100038,Apparel,Express,6196.03,0.371,10.6,5,2.24,4.99,4.87,9.54
ORD-100175,Electronics,Standard,11491.5,2.404,378.5,4,4.3,4.83,3.62,21.82
ORD-100245,Books,Same_Day,591.35,1.073,47.8,6,4.41,8.64,5.12,12.86
ORD-100810,electronics,Standard,15185.64,3.206,219.0,3,2.7,6.07,4.7,18.27
ORD-101098,Books,Same_Day,259.19,2.417,48.2,3,1.34,4.85,5.74,6.99
ORD-100991,Groceries,Standard,575.98,4.358,139.8,3,1.58,7.33,4.82,16.58
ORD-100784,Beauty,Standard,1393.02,0.483,1154.6,4,4.86,6.98,6.28,34.03
ORD-101199,Groceries,Express,3077.85,9.784,272.7,7,3.71,2.71,2.34,12.69
